건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
1985,2020,대치동,"125,000",선경2차(8동-12동),9,0,1,127.75,506,11680,13
2015,2020,대치동,"120,000",래미안대치팰리스,9,160,2,84.97,1027,11680,21
1980,2020,대치동,"59,000",은마,9,0,2,76.79,316,11680,11
1979,2020,대치동,"10,000",은마,9,200,2,84.43,316,11680,10
1983,2020,대치동,"10,000",개포우성1,9,330,2,84.81,503,11680,8
1979,2020,대치동,"15,000",은마,9,172,2,76.79,316,11680,13
2015,2020,대치동,"150,000",래미안대치팰리스,9,0,2,84.97,1027,11680,30
2004,2020,대치동,"1,000",테헤란로대우아이빌(891-6),9,85,2,29.63,891-6,11680,5
1983,2020,대치동,"110,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,0,3,128.03,66,11680,12
2000,2020,대치동,"112,000",대치삼성,9,0,3,84.58,1014-3,11680,6
1979,2020,대치동,"47,200",은마,9,0,3,76.79,316,11680,3
2000,2020,대치동,"115,000",대치삼성,9,0,4,97.35,1014-3,11680,10
2004,2020,대치동,"3,000",대우아이빌명문가(891-23),9,75,4,33.06,891-23,11680,7
1979,2020,대치동,"47,250",은마,9,0,4,76.79,316,11680,4
1983,2020,대치동,"120,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,0,4,148.8,66,11680,6
1999,2020,대치동,"40,000",대치현대,9,64,5,59.82,974,11680,2
1989,2020,대치동,"50,000",래미안 대치 하이스턴,9,380,5,110.39,985,11680,13
2005,2020,대치동,"215,000",동부센트레빌,9,0,5,121.74,670,11680,25
1979,2020,대치동,"70,000",은마,9,0,5,76.79,316,11680,11
1984,2020,대치동,"70,000","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",9,100,5,115.59,63,11680,4
1980,2020,대치동,"49,000",은마,9,90,5,76.79,316,11680,2
1985,2020,대치동,"145,000",한보미도맨션2,9,0,5,126.33,511,11680,3
1985,2020,대치동,"145,000",한보미도맨션2,9,0,5,126.33,511,11680,3
1983,2020,대치동,"160,000",선경1차(1동-7동),9,0,5,136.68,506,11680,8
1979,2020,대치동,"49,350",은마,9,0,5,76.79,316,11680,3
1979,2020,대치동,"40,000",은마,9,80,5,76.79,316,11680,13
2005,2020,대치동,"130,000",동부센트레빌,9,400,6,145.83,670,11680,22
1979,2020,대치동,"70,000",은마,9,0,7,76.79,316,11680,7
1979,2020,대치동,"70,000",은마,9,0,7,76.79,316,11680,10
1979,2020,대치동,"55,000",은마,9,30,7,76.79,316,11680,10
1979,2020,대치동,"43,000",은마,9,30,7,76.79,316,11680,11
1979,2020,대치동,"46,000",은마,9,0,7,76.79,316,11680,14
2008,2020,대치동,"120,000",대치아이파크,9,0,7,84.93,888,11680,2
1983,2020,대치동,"100,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,0,7,128.03,66,11680,9
2008,2020,대치동,"120,000",대치아이파크,9,0,7,84.93,888,11680,2
1979,2020,대치동,"65,000",은마,9,0,8,76.79,316,11680,8
2015,2020,대치동,"50,000",래미안대치팰리스,9,650,8,114.17,1027,11680,4
2004,2020,대치동,"3,000",대우아이빌명문가(891-23),9,75,8,34.2,891-23,11680,7
2008,2020,대치동,"150,000",대치아이파크,9,160,8,119.58,888,11680,23
2000,2020,대치동,"5,000",대치삼성,9,280,8,59.88,1014-3,11680,13
2004,2020,대치동,"8,000",대치동우정에쉐르2(890-42),9,145,8,59.95,890-42,11680,9
1979,2020,대치동,"50,400",은마,9,0,8,76.79,316,11680,7
1984,2020,대치동,"100,000","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",9,0,9,115.59,63,11680,7
1983,2020,대치동,"100,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,0,9,128.03,66,11680,5
1985,2020,대치동,"57,000",한보미도맨션2,9,80,9,84.96,511,11680,3
2016,2020,대치동,"50,000",현대썬앤빌 테헤란,9,0,9,35.72,894,11680,3
1983,2020,대치동,"137,000",개포우성1,9,0,9,127.61,503,11680,10
1979,2020,대치동,"72,000",은마,9,0,9,76.79,316,11680,2
2003,2020,대치동,"69,500",풍림아이원1차103동(910-5),9,0,9,84.54,910-5,11680,4
2008,2020,대치동,"180,000",롯데캐슬리베,9,0,10,121.0894,1025,11680,3
1979,2020,대치동,"63,000",은마,9,0,10,76.79,316,11680,13
1983,2020,대치동,"78,000",한보미도맨션1,9,90,10,84.48,511,11680,1
2015,2020,대치동,"70,000",래미안대치팰리스,9,300,10,94.49,1027,11680,32
2008,2020,대치동,"180,000",롯데캐슬리베,9,0,10,121.0894,1025,11680,3
2017,2020,대치동,"165,000",대치 SK VIEW,9,0,11,84.3865,1029,11680,4
2015,2020,대치동,"20,000",래미안대치팰리스,9,450,11,84.99,1027,11680,20
1999,2020,대치동,"10,000",대치효성,9,230,11,84.91,988-4,11680,10
2003,2020,대치동,"23,000",아름빌(889-74),9,0,11,30.46,889-74,11680,5
2004,2020,대치동,"12,000",대우아이빌명문가(891-23),9,41,11,34.2,891-23,11680,7
2003,2020,대치동,"1,000",대우아이빌멤버스(891-26),9,95,11,36.566,891-26,11680,10
1985,2020,대치동,"70,000",한보미도맨션2,9,100,11,84.96,511,11680,5
1985,2020,대치동,"117,000",한보미도맨션2,9,0,11,126.33,511,11680,6
1979,2020,대치동,"58,000",은마,9,0,11,76.79,316,11680,13
1979,2020,대치동,"59,800",은마,9,0,11,84.43,316,11680,4
1980,2020,대치동,"69,000",은마,9,40,11,84.43,316,11680,10
1980,2020,대치동,"69,000",은마,9,40,11,84.43,316,11680,10
1983,2020,대치동,"10,000",개포우성1,9,0,11,127.61,503,11680,4
1996,2020,대치동,"131,000",S-TOWER,9,0,12,204.38,983-1,11680,10
1984,2020,대치동,"118,000",개포우성2,9,0,12,84.69,500,11680,15
2015,2020,대치동,"10,000",래미안대치팰리스,9,660,12,91.93,1027,11680,27
2004,2020,대치동,"26,200",테헤란로대우아이빌(891-6),9,0,14,33.11,891-6,11680,12
2004,2020,대치동,"29,000",대우아이빌명문가(891-23),9,0,14,33.06,891-23,11680,9
2013,2020,대치동,"1,000",대치동더블유타워,9,80,14,23.48,952-2,11680,7
2004,2020,대치동,"24,000",선릉역대우아이빌(890-49),9,0,14,25.42,890-49,11680,15
1980,2020,대치동,"10,000",은마,9,160,15,76.79,316,11680,10
1979,2020,대치동,"30,000",은마,9,80,16,76.79,316,11680,13
2016,2020,대치동,"3,000",현대썬앤빌 테헤란,9,0,16,36.12,894,11680,5
2002,2020,대치동,"15,000",롯데캐슬,9,350,16,105.18,893,11680,17
2003,2020,대치동,"80,000",풍림 아이원 아파트,9,0,17,83.65,910-4,11680,5
2004,2020,대치동,"2,000",대치동우정에쉐르1,9,177,17,59.96,891-28,11680,8
1983,2020,대치동,"70,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,160,17,128.03,66,11680,2
1999,2020,대치동,"20,000",대치현대,9,130,17,59.82,974,11680,1
1984,2020,대치동,"50,000","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동",9,180,18,115.59,63,11680,14
1980,2020,대치동,"20,000",은마,9,200,18,84.43,316,11680,12
2000,2020,대치동,"105,000",대치삼성,9,0,18,84.58,1014-3,11680,16
2000,2020,대치동,"120,000",대치삼성,9,0,18,97.35,1014-3,11680,9
1999,2020,대치동,"84,000",대치효성,9,0,18,84.94,988-4,11680,2
1999,2020,대치동,"58,275",대치현대,9,0,18,59.82,974,11680,21
2004,2020,대치동,"24,600",대우아이빌명문가(891-23),9,0,18,33.06,891-23,11680,7
1980,2020,대치동,"80,000",은마,9,0,18,84.43,316,11680,11
1980,2020,대치동,"60,000",은마,9,0,18,76.79,316,11680,1
1979,2020,대치동,"60,000",은마,9,40,18,76.79,316,11680,10
2000,2020,대치동,"100,000",대치삼성,9,210,19,97.35,1014-3,11680,17
2006,2020,대치동,"64,000",선릉역 풍림아이원레몬,9,0,19,69.81,890-54,11680,8
1983,2020,대치동,"80,000",한보미도맨션1,9,75,19,128.01,511,11680,3
1983,2020,대치동,"73,000",한보미도맨션1,9,12,19,84.48,511,11680,4
1980,2020,대치동,"65,000",은마,9,0,19,84.43,316,11680,1
1980,2020,대치동,"70,000",은마,9,0,19,76.79,316,11680,10
1980,2020,대치동,"60,000",은마,9,0,19,84.43,316,11680,1
1980,2020,대치동,"60,000",은마,9,80,21,84.43,316,11680,9
2004,2020,대치동,"1,000",선릉역대우아이빌(890-49),9,85,21,28.34,890-49,11680,10
1985,2020,대치동,"110,000",한보미도맨션2,9,0,21,126.33,511,11680,10
2004,2020,대치동,"26,200",테헤란로대우아이빌(891-6),9,0,21,29.02,891-6,11680,18
2004,2020,대치동,"1,000",테헤란로대우아이빌(891-6),9,100,21,35.51,891-6,11680,5
2000,2020,대치동,"129,000",대치삼성,9,0,21,108.52,1014-3,11680,13
1983,2020,대치동,"40,000","쌍용대치아파트1동, 2동, 3동, 5동, 6동",9,74,22,83.56,66,11680,14
1979,2020,대치동,"51,000",은마,9,0,22,76.79,316,11680,4
2004,2020,대치동,"2,000",대치동우정에쉐르1,9,200,22,79.07,891-28,11680,9
2004,2020,대치동,"147,000",포스코더샵,9,0,22,164.88,902,11680,15
1999,2020,대치동,"60,000",대치효성,9,130,22,84.91,988-4,11680,3
2004,2020,대치동,"25,000",동민맥스빌A동,9,220,23,83.64,938-11,11680,6
2000,2020,대치동,"93,900",대치삼성,9,0,23,84.58,1014-3,11680,8
1984,2020,대치동,"89,250",개포우성2,9,0,23,84.69,500,11680,5
2000,2020,대치동,"145,000",대치삼성,9,0,24,84.58,1014-3,11680,12
1983,2020,대치동,"175,000",한보미도맨션1,9,0,24,161.36,511,11680,5
2000,2020,대치동,"107,000",대치삼성,9,200,25,97.35,1014-3,11680,12
2000,2020,대치동,"107,000",대치삼성,9,200,25,97.35,1014-3,11680,12
2015,2020,대치동,"160,000",래미안대치팰리스,9,0,25,84.99,1027,11680,2
1979,2020,대치동,"10,000",은마,9,111,25,76.79,316,11680,12
1983,2020,대치동,"120,000",한보미도맨션1,9,0,25,128.01,511,11680,11
1983,2020,대치동,"70,000",선경1차(1동-7동),9,100,25,117.7,506,11680,11
1983,2020,대치동,"175,000",선경1차(1동-7동),9,0,25,163.92,506,11680,7
1979,2020,대치동,"5,000",은마,9,200,25,76.79,316,11680,11
1999,2020,대치동,"90,000",대치현대,9,0,25,85,974,11680,2
1979,2020,대치동,"47,250",은마,9,0,25,76.79,316,11680,10
2017,2020,대치동,"110,000",대치 SK VIEW,9,225,26,84.3865,1029,11680,2
1999,2020,대치동,"115,500",대치현대,9,0,26,114.59,974,11680,5
1990,2020,대치동,"55,000",현대1,9,0,26,84.27,992,11680,15
2004,2020,대치동,"157,500",포스코더샵,9,0,26,164.88,902,11680,21
2004,2020,대치동,"60,000",대치동우정에쉐르1,9,0,26,59.96,891-28,11680,10
2015,2020,대치동,"190,000",래미안대치팰리스,9,0,26,84.98,1027,11680,6
2000,2020,대치동,"78,500",대치삼성,9,130,26,97.35,1014-3,11680,23
1985,2020,대치동,"75,600",한보미도맨션2,9,0,28,84.96,511,11680,6
1984,2020,대치동,"5,000",개포우성2,9,420,28,127.78,500,11680,5
1979,2020,대치동,"49,300",은마,9,0,28,76.79,316,11680,6
2000,2020,대치동,"30,000",대치삼성,9,220,28,59.88,1014-3,11680,4
1985,2020,대치동,"144,900",선경2차(8동-12동),9,0,28,160.76,506,11680,6
1999,2020,대치동,"30,000",대치현대,9,130,28,59.82,974,11680,22
2015,2020,대치동,"173,000",래미안대치팰리스,9,0,29,91.93,1027,11680,28
1989,2020,대치동,"160,000",래미안 대치 하이스턴,9,0,29,110.39,985,11680,7
1983,2020,대치동,"99,750",한보미도맨션1,9,0,29,128.01,511,11680,3
2004,2020,대치동,"52,500",테헤란로대우아이빌(891-6),9,0,29,59.83,891-6,11680,20
1979,2020,대치동,"10,000",은마,9,190,30,76.79,316,11680,1
1974,2020,신사동,500,강남상가,9,60,2,48.6,510-11,11680,3
2004,2020,신사동,"80,000",유로미A동,9,120,3,111.62,547-7,11680,5
2001,2020,신사동,"68,250",압구정대원칸타빌아파트,9,0,4,97.08,659,11680,2
2001,2020,신사동,"60,000",압구정대원칸타빌아파트,9,0,17,59.73,659,11680,2
1996,2020,신사동,"55,650",신성아파트 101동,9,0,19,59.67,622,11680,9
2007,2020,신사동,"51,450",압구정 Ainvill,9,0,24,84.36,590-7,11680,2
2001,2020,신사동,"60,000",압구정대원칸타빌아파트,9,0,28,59.73,659,11680,2
2003,2020,신사동,"3,000",천지인수지빌,9,180,29,64.92,521-18,11680,1
2020,2020,논현동,"18,500",논현 아이파크,9,0,1,47.46,225-6,11680,10
2004,2020,논현동,"15,000",두산위브1단지,9,250,2,84.993,252-1,11680,7
1997,2020,논현동,"70,000",신동아(22),9,0,2,84.52,22,11680,9
2005,2020,논현동,"10,000",e-편한세상,9,300,3,112.2044,195-1,11680,7
2005,2020,논현동,"10,000",학동,9,250,3,107.86,217-34,11680,4
2013,2020,논현동,"20,500",한양수자인어반게이트,9,0,4,16.2,221-7,11680,7
2020,2020,논현동,"75,000",논현 아이파크,9,0,5,47.46,225-6,11680,3
2020,2020,논현동,"71,000",논현 아이파크,9,0,7,47.46,225-6,11680,4
1997,2020,논현동,"3,000",신동아(22),9,100,7,35.73,22,11680,13
2003,2020,논현동,"73,000",동부센트레빌,9,25,7,84.9875,275,11680,15
2020,2020,논현동,"70,000",논현 아이파크,9,0,10,47.46,225-6,11680,1
1997,2020,논현동,"32,500",신동아(22),9,0,10,35.73,22,11680,9
2004,2020,논현동,"32,000",마일스디오빌,9,0,11,36.29,58-2,11680,13
1986,2020,논현동,"56,000",동현아파트 1~6,9,0,11,84.92,105,11680,11
2002,2020,논현동,"55,000",우민,9,0,11,74.758,107-44,11680,4
2014,2020,논현동,"120,000",아크로힐스논현,9,0,12,84.074,276-1,11680,18
2014,2020,논현동,"120,000",아크로힐스논현,9,0,12,84.074,276-1,11680,20
2002,2020,논현동,"71,000",논현베르빌,9,0,14,111.36,214-2,11680,10
2020,2020,논현동,"100,000",논현 아이파크,9,0,14,59.75,225-6,11680,15
1997,2020,논현동,"68,250",신동아(22),9,0,14,84.52,22,11680,1
2007,2020,논현동,"68,000",논현동월드메르디앙,9,0,15,84.9914,212-13,11680,4
2004,2020,논현동,"72,765",두산위브2단지,9,0,15,84.721,258,11680,5
2020,2020,논현동,"80,000",논현 아이파크,9,0,15,47.46,225-6,11680,10
2004,2020,논현동,"5,000",마일스디오빌,9,90,16,36.29,58-2,11680,11
1997,2020,논현동,"36,000",신동아(22),9,0,16,35.73,22,11680,8
1997,2020,논현동,"1,000",신동아(22),9,103,16,35.73,22,11680,7
2020,2020,논현동,"75,000",논현 아이파크,9,0,17,47.46,225-6,11680,9
1997,2020,논현동,"15,000",신동아(22),9,55,18,35.73,22,11680,11
2004,2020,논현동,"25,000",마일스디오빌,9,50,18,36.29,58-2,11680,7
1997,2020,논현동,"30,000",신동아(22),9,120,18,84.52,22,11680,1
2014,2020,논현동,"20,000",아크로힐스논현,9,340,18,84.074,276-1,11680,8
2004,2020,논현동,"80,000",두산위브2단지,9,0,18,84.253,258,11680,7
2004,2020,논현동,"220,000",동양파라곤,9,0,18,180.07,245,11680,10
2007,2020,논현동,"105,000",논현동월드메르디앙,9,0,19,115.937,212-13,11680,8
2002,2020,논현동,"90,000",논현베르빌,9,0,19,111.6,214-2,11680,7
2020,2020,논현동,"74,000",논현 아이파크,9,0,19,47.46,225-6,11680,4
2020,2020,논현동,"74,000",논현 아이파크,9,0,19,47.46,225-6,11680,4
2013,2020,논현동,"20,500",한양수자인어반게이트,9,0,21,16.2,221-7,11680,4
2004,2020,논현동,"7,000",프라임,9,240,21,97.8,80-13,11680,3
2020,2020,논현동,"97,000",논현 아이파크,9,0,21,59.75,225-6,11680,9
2009,2020,논현동,"30,000",로체샤르캐슬,9,220,21,105.99,114-23,11680,2
1997,2020,논현동,"37,000",신동아(22),9,0,21,35.73,22,11680,7
1996,2020,논현동,"73,000",쌍용,9,0,22,84.87,103,11680,3
1996,2020,논현동,"2,000",논현인텔(9-2),9,107,22,33.32,9-2,11680,4
2014,2020,논현동,"102,000",아크로힐스논현,9,0,24,84.074,276-1,11680,3
2004,2020,논현동,"35,000",마일스디오빌,9,0,24,36.29,58-2,11680,9
2020,2020,논현동,"73,000",논현 아이파크,9,0,24,47.46,225-6,11680,15
2003,2020,논현동,"30,000",휴먼스페이스,9,0,25,31.96,192-15,11680,6
1997,2020,논현동,"40,000",신동아(22),9,0,25,35.73,22,11680,7
2003,2020,논현동,"110,000",동부센트레빌,9,0,26,114.498,275,11680,2
2003,2020,논현동,"95,000",동부센트레빌,9,0,26,84.9875,275,11680,5
2004,2020,논현동,"95,000",두산위브1단지,9,0,26,84.993,252-1,11680,4
2004,2020,논현동,"95,000",두산위브1단지,9,0,26,84.993,252-1,11680,4
2004,2020,논현동,"200,000",동양파라곤,9,0,26,157.41,245,11680,15
2004,2020,논현동,"55,000",우성,9,0,26,110.1,180-6,11680,3
1998,2020,논현동,"78,000",삼성빌라트,9,0,26,124.05,79-5,11680,2
1985,2020,논현동,"10,000",동현아파트 1~6,9,300,28,150.04,105,11680,1
2020,2020,논현동,"72,000",논현 아이파크,9,0,28,47.46,225-6,11680,7
2004,2020,논현동,"150,000",스위트캐슬레지던스,9,0,28,182.71,55,11680,5
1997,2020,논현동,"76,650",신동아(22),9,0,29,114.34,22,11680,7
1977,2020,압구정동,"5,000","현대5차(71,72동)",9,260,1,82.23,455,11680,9
1982,2020,압구정동,"50,000",신현대12차,9,50,1,107.16,434,11680,11
1980,2020,압구정동,"75,000",한양6,9,0,2,106.71,484,11680,8
1979,2020,압구정동,"210,000","현대7차(73~77,82,85동)",9,0,2,245.2,456,11680,9
1979,2020,압구정동,"105,000","현대7차(73~77,82,85동)",9,0,2,157.36,456,11680,2
1987,2020,압구정동,"85,000","현대14차(203,204,205,206동)",9,40,2,84.98,447,11680,8
1977,2020,압구정동,"6,000",한양1차(영동한양),9,160,3,49.98,490,11680,1
1980,2020,압구정동,"70,000",한양6,9,0,3,106.71,484,11680,11
1977,2020,압구정동,"108,000",현대4차저층(51~56동),9,0,3,117.91,462,11680,2
1977,2020,압구정동,"57,750","현대5차(71,72동)",9,0,4,82.23,455,11680,6
1982,2020,압구정동,"55,000",신현대12차,9,70,4,110.82,434,11680,8
1982,2020,압구정동,"50,000",미성1차,9,300,5,153.36,414,11680,9
1977,2020,압구정동,"75,000",한양1차(영동한양),9,0,5,63.87,490,11680,10
1982,2020,압구정동,"75,500",신현대9차,9,0,5,111.38,426,11680,12
1982,2020,압구정동,"75,000",미성1차,9,0,7,105.65,414,11680,13
1976,2020,압구정동,"80,000","현대1차(12,13,21,22,31,32,33동)",9,190,8,196.21,369-1,11680,15
1984,2020,압구정동,"170,000",한양8(81동한개동),9,0,8,204.64,510,11680,13
1977,2020,압구정동,"32,000",한양1차(영동한양),9,0,9,49.98,490,11680,7
1978,2020,압구정동,"99,750","현대6차(78~81,83,84,86,87동)",9,0,9,157.36,456,11680,2
1977,2020,압구정동,"32,000",한양1차(영동한양),9,0,9,49.98,490,11680,7
1982,2020,압구정동,"55,000",미성1차,9,100,10,105.65,414,11680,5
1979,2020,압구정동,"75,000",한양5,9,0,10,102.22,513,11680,1
1987,2020,압구정동,"85,000",미성2차,9,0,10,74.4,397,11680,13
1978,2020,압구정동,"68,250",한양3,9,0,11,117.26,489,11680,6
1987,2020,압구정동,"80,000",미성2차,9,160,11,140.9,397,11680,12
1981,2020,압구정동,"85,000",한양7,9,0,11,147.8,528,11680,1
1978,2020,압구정동,"120,000",한양2,9,0,11,175.92,493,11680,10
1976,2020,압구정동,"130,000","현대2차(10,11,20,23,24,25동)",9,0,11,160.28,369-1,11680,8
1976,2020,압구정동,"70,000",현대3차(61~64동),9,40,12,82.5,443,11680,10
1976,2020,압구정동,"86,000",현대3차(61~64동),9,0,12,82.5,443,11680,4
1987,2020,압구정동,"123,000",미성2차,9,0,14,140.9,397,11680,17
1982,2020,압구정동,"55,000",신현대12차,9,120,15,107.16,434,11680,7
1977,2020,압구정동,"95,000","현대5차(71,72동)",9,0,15,82.23,455,11680,12
1987,2020,압구정동,"94,500",미성2차,9,0,15,118.63,397,11680,2
1982,2020,압구정동,"78,750",신현대9차,9,0,16,108.88,426,11680,5
1983,2020,압구정동,"68,250",신현대11차,9,0,16,108.36,433,11680,5
1977,2020,압구정동,"55,650",한양1차(영동한양),9,0,17,78.05,490,11680,6
1977,2020,압구정동,"55,650",한양1차(영동한양),9,0,17,78.05,490,11680,6
1982,2020,압구정동,"73,500",신현대9차,9,0,17,108.88,426,11680,6
1987,2020,압구정동,"7,000",미성2차,9,250,17,74.4,397,11680,9
1978,2020,압구정동,"83,000",한양3,9,0,17,116.94,489,11680,4
1976,2020,압구정동,"71,000",현대3차(61~64동),9,0,18,82.5,443,11680,7
1979,2020,압구정동,"30,000","현대7차(73~77,82,85동)",9,285,18,157.36,456,11680,11
1977,2020,압구정동,"75,000",한양1차(영동한양),9,0,19,63.87,490,11680,10
1977,2020,압구정동,"75,000",한양1차(영동한양),9,0,19,63.87,490,11680,10
1979,2020,압구정동,"44,100",한양5,9,0,19,102.22,513,11680,1
1987,2020,압구정동,"120,000",미성2차,9,0,21,118.63,397,11680,5
1982,2020,압구정동,"80,000",신현대12차,9,200,21,155.52,434,11680,13
1982,2020,압구정동,"30,000",신현대12차,9,350,21,155.52,434,11680,13
1978,2020,압구정동,"140,000",한양2,9,0,21,147.41,493,11680,8
1976,2020,압구정동,"32,000",현대3차(61~64동),9,0,21,82.5,443,11680,8
1976,2020,압구정동,"32,000",현대3차(61~64동),9,0,21,82.5,443,11680,8
1982,2020,압구정동,"50,000",신현대12차,9,300,22,170.38,434,11680,10
1982,2020,압구정동,"90,000",신현대9차,9,0,22,109.24,426,11680,7
1980,2020,압구정동,"55,000",현대8차(성수현대:91~95동),9,6,22,107.64,481,11680,4
1979,2020,압구정동,"120,000",한양5,9,0,22,153.59,513,11680,6
1982,2020,압구정동,"40,000",신현대12차,9,160,23,107.16,434,11680,13
1977,2020,압구정동,"5,000",한양1차(영동한양),9,240,23,78.05,490,11680,10
1978,2020,압구정동,"150,000",한양2,9,0,23,175.92,493,11680,10
1977,2020,압구정동,"15,000",한양1차(영동한양),9,160,24,78.05,490,11680,1
1983,2020,압구정동,"30,000",현대13차(208~211동),9,220,24,108.47,448,11680,7
1982,2020,압구정동,"67,200",신현대9차,9,0,25,108.88,426,11680,6
1978,2020,압구정동,"78,000",한양4,9,0,25,101.09,486,11680,12
1982,2020,압구정동,"59,800",신현대12차,9,0,26,107.16,434,11680,13
1982,2020,압구정동,"81,900",신현대12차,9,0,27,108.32,434,11680,13
1977,2020,압구정동,"3,000",한양1차(영동한양),9,190,28,49.98,490,11680,2
1987,2020,압구정동,"118,000",미성2차,9,0,28,140.9,397,11680,5
1976,2020,압구정동,"49,350",현대3차(61~64동),9,0,28,82.5,443,11680,10
1987,2020,압구정동,"50,000",미성2차,9,240,28,118.63,397,11680,13
1978,2020,압구정동,"60,000",한양4,9,0,28,101.09,486,11680,6
1976,2020,압구정동,"140,000","현대2차(10,11,20,23,24,25동)",9,0,29,161.19,369-1,11680,2
1982,2020,압구정동,"55,000",신현대9차,9,30,30,108.88,426,11680,7
2011,2020,세곡동,"37,500",세곡리엔파크(3단지),9,0,1,84.96,516,11680,4
2011,2020,세곡동,"5,462",세곡리엔파크(3단지),9,37,2,59.97,516,11680,9
2011,2020,세곡동,"37,500",강남신동아파밀리에2단지,9,0,3,84.98,511,11680,14
2011,2020,세곡동,"65,000",강남데시앙파크,9,0,4,84.95,525,11680,8
2011,2020,세곡동,"59,000",강남신동아파밀리에1단지,9,0,5,59.97,508,11680,11
2012,2020,세곡동,"65,000",세곡푸르지오,9,0,5,74.74,533,11680,6
2011,2020,세곡동,"35,000",강남데시앙파크,9,58,5,84.97,525,11680,3
2013,2020,세곡동,"59,000",강남엘에이치1단지,9,0,9,59.99,579,11680,2
2013,2020,세곡동,"49,000",강남엘에이치1단지,9,0,11,59.86,579,11680,15
2011,2020,세곡동,"60,000",강남데시앙파크,9,45,11,84.97,525,11680,8
2012,2020,세곡동,"52,000",세곡푸르지오,9,40,12,59.99,533,11680,10
2012,2020,세곡동,"52,000",세곡푸르지오,9,40,12,59.99,533,11680,10
2011,2020,세곡동,"65,000",강남신동아파밀리에2단지,9,0,15,84.97,511,11680,9
2011,2020,세곡동,"10,000",강남데시앙파크,9,240,19,84.97,525,11680,8
2013,2020,세곡동,"30,000",강남엘에이치1단지,9,150,21,84.83,579,11680,11
2011,2020,세곡동,"10,429",세곡리엔파크(4단지),9,0,21,49.83,522,11680,7
2011,2020,세곡동,"4,565",세곡리엔파크(3단지),9,32,21,49.74,516,11680,12
2011,2020,세곡동,"10,605",강남신동아파밀리에1단지,9,0,21,49.74,508,11680,3
2011,2020,세곡동,"4,564",강남신동아파밀리에1단지,9,34,21,49.74,508,11680,5
2013,2020,세곡동,"65,000",강남엘에이치1단지,9,0,21,59.89,579,11680,7
2011,2020,세곡동,"7,572",강남신동아파밀리에1단지,9,0,21,39.95,508,11680,8
2014,2020,자곡동,"85,000",래미안강남힐즈,9,0,1,91.95,611,11680,15
2014,2020,자곡동,"10,000",래미안강남힐즈,9,280,4,91.96,611,11680,14
2014,2020,자곡동,"55,650",강남한양수자인(4단지),9,0,8,59.97,BL-4,11680,2
2014,2020,자곡동,"68,000",강남한양수자인(4단지),9,0,8,84.89,BL-4,11680,3
2013,2020,자곡동,"8,845",엘에이치강남3단지,9,16,10,46.05,621,11680,8
2014,2020,자곡동,"82,000",래미안강남힐즈,9,0,12,91.96,611,11680,8
2014,2020,자곡동,"20,000",엘에이치강남아이파크,9,130,12,84.92,602,11680,5
2014,2020,자곡동,"80,000",래미안강남힐즈,9,0,12,91.96,611,11680,3
2014,2020,자곡동,"55,000",강남한양수자인(4단지),9,0,12,114.46,BL-4,11680,2
2015,2020,자곡동,"17,839",엘에이치강남힐스테이트,9,0,15,46.91,619,11680,3
2014,2020,자곡동,"70,000",강남한양수자인(4단지),9,12,18,114.32,BL-4,11680,5
2014,2020,자곡동,"85,000",엘에이치강남아이파크,9,0,18,84.92,602,11680,3
2014,2020,자곡동,"88,000",래미안강남힐즈,9,0,20,101.95,611,11680,4
2014,2020,자곡동,"95,000",래미안강남힐즈,9,0,22,101.94,611,11680,7
2015,2020,자곡동,"22,075",엘에이치강남힐스테이트,9,0,22,59.93,619,11680,7
2015,2020,자곡동,"19,845",엘에이치강남힐스테이트,9,0,22,51.99,619,11680,6
2015,2020,자곡동,"17,839",엘에이치강남힐스테이트,9,0,22,46.91,619,11680,3
2015,2020,자곡동,"19,845",엘에이치강남힐스테이트,9,0,22,51.99,619,11680,10
2013,2020,자곡동,"2,123",엘에이치강남3단지,9,27,23,36.08,621,11680,11
2013,2020,자곡동,"4,545",엘에이치강남3단지,9,38,23,46.71,621,11680,2
2013,2020,자곡동,"2,123",엘에이치강남3단지,9,27,23,36.08,621,11680,14
2013,2020,자곡동,"4,545",엘에이치강남3단지,9,38,23,46.01,621,11680,4
2014,2020,자곡동,"80,000",엘에이치강남아이파크,9,0,24,84.92,602,11680,6
2014,2020,자곡동,"50,000",래미안강남힐즈,9,180,24,91.96,611,11680,9
2014,2020,자곡동,"95,000",래미안강남힐즈,9,0,25,101.95,611,11680,8
2014,2020,자곡동,"69,825",래미안강남힐즈,9,0,26,91.96,611,11680,7
2014,2020,자곡동,"76,600",래미안강남힐즈,9,0,26,91.96,611,11680,9
2014,2020,자곡동,"83,000",래미안강남힐즈,9,0,28,101.94,611,11680,13
