건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
2019,2020,개포동,"20,000",디에이치아너힐즈,9,380,1,84.36,138,11680,14
1987,2020,개포동,"72,000",우성8,9,0,1,79.61,179,11680,9
1983,2020,개포동,"100,000",개포주공 5단지,9,0,1,83.17,187,11680,14
1983,2020,개포동,"50,000",개포주공 5단지,9,0,1,61.19,187,11680,2
1983,2020,개포동,"50,000",개포주공 5단지,9,0,1,61.19,187,11680,2
1984,2020,개포동,"110,000",현대1차101동~106동,9,0,1,128.62,653,11680,1
1992,2020,개포동,"50,400",삼익대청아파트,9,0,2,60,12,11680,5
1992,2020,개포동,"23,000",성원대치2단지아파트,9,20,2,39.53,12,11680,7
2019,2020,개포동,"10,000",래미안블레스티지,9,420,2,84.943,1280,11680,9
1983,2020,개포동,"52,000",개포주공 5단지,9,0,2,53.98,187,11680,8
1992,2020,개포동,"31,000",성원대치2단지아파트,9,0,2,39.53,12,11680,1
2019,2020,개포동,"60,000",래미안블레스티지,9,270,2,84.943,1280,11680,4
1987,2020,개포동,"20,000",개포6차우성아파트1동~8동,9,90,4,79.97,658-1,11680,2
1983,2020,개포동,"63,000",개포주공 5단지,9,0,4,74.25,187,11680,8
1983,2020,개포동,"40,000",개포주공 6단지,9,30,4,53.06,185,11680,10
1992,2020,개포동,"29,400",성원대치2단지아파트,9,0,4,39.53,12,11680,14
1983,2020,개포동,"10,000",개포주공 5단지,9,150,5,74.25,187,11680,13
1986,2020,개포동,"110,000",현대2,9,0,5,165.08,654,11680,2
1992,2020,개포동,"3,000",성원대치2단지아파트,9,110,5,39.53,12,11680,2
1983,2020,개포동,"36,750",개포주공 7단지,9,0,5,53.46,185,11680,1
1992,2020,개포동,"29,925",성원대치2단지아파트,9,0,5,39.53,12,11680,14
1992,2020,개포동,"40,000",성원대치2단지아파트,9,0,5,39.53,12,11680,11
1983,2020,개포동,"39,900",개포주공 6단지,9,0,7,53.06,185,11680,3
1992,2020,개포동,"58,000",삼익대청아파트,9,0,7,60,12,11680,10
1992,2020,개포동,"40,000",성원대치2단지아파트,9,30,7,49.86,12,11680,6
1983,2020,개포동,"40,000",개포주공 6단지,9,20,7,53.06,185,11680,13
1983,2020,개포동,"40,000",개포주공 6단지,9,20,7,53.06,185,11680,13
1992,2020,개포동,"48,000",삼익대청아파트,9,0,8,60,12,11680,5
1984,2020,개포동,"68,250",개포우성3차,9,0,8,104.43,652,11680,9
1983,2020,개포동,"51,000",개포주공 6단지,9,0,8,60.13,185,11680,6
1992,2020,개포동,"60,000",삼익대청아파트,9,0,9,60,12,11680,4
2019,2020,개포동,"100,000",래미안블레스티지,9,380,10,126.928,1280,11680,17
2019,2020,개포동,"100,000",래미안블레스티지,9,380,10,126.928,1280,11680,17
1992,2020,개포동,"10,000",성원대치2단지아파트,9,75,10,39.53,12,11680,9
2019,2020,개포동,"10,000",디에이치아너힐즈,9,320,11,76.17,138,11680,14
1992,2020,개포동,"50,000",성원대치2단지아파트,9,0,11,49.86,12,11680,8
1992,2020,개포동,"25,700",성원대치2단지아파트,9,0,11,33.18,12,11680,3
1992,2020,개포동,"15,000",삼익대청아파트,9,55,11,39.53,12,11680,3
1983,2020,개포동,"45,000",개포주공 7단지,9,0,11,60.76,185,11680,3
1987,2020,개포동,"50,000",개포6차우성아파트1동~8동,9,0,12,79.97,658-1,11680,4
1992,2020,개포동,"32,500",성원대치2단지아파트,9,0,12,39.53,12,11680,11
1992,2020,개포동,"15,000",성원대치2단지아파트,9,50,12,39.53,12,11680,3
1992,2020,개포동,"38,000",성원대치2단지아파트,9,0,12,39.53,12,11680,2
1983,2020,개포동,"50,000",개포주공 5단지,9,0,12,61.19,187,11680,11
2020,2020,개포동,"15,000",656,9,365,14,84.83,656,11680,11
1983,2020,개포동,"45,000",개포주공 5단지,9,0,14,53.98,187,11680,11
1987,2020,개포동,"42,000",개포6차우성아파트1동~8동,9,0,14,79.97,658-1,11680,2
1992,2020,개포동,"35,000",성원대치2단지아파트,9,0,15,39.53,12,11680,2
1983,2020,개포동,"50,000",개포주공 7단지,9,0,15,60.76,185,11680,13
1987,2020,개포동,"83,000",우성8,9,0,15,79.61,179,11680,6
1983,2020,개포동,"48,000",개포주공 5단지,9,0,15,61.19,187,11680,8
1986,2020,개포동,"57,700",개포현대200동,9,0,15,82.2,655-1,11680,7
1992,2020,개포동,"1,000",성원대치2단지아파트,9,80,16,33.18,12,11680,13
1986,2020,개포동,"130,000",현대3,9,0,16,163.85,177,11680,5
1992,2020,개포동,"30,000",삼익대청아파트,9,0,17,39.53,12,11680,13
1984,2020,개포동,"70,000",경남1,9,90,17,123.28,649,11680,3
2019,2020,개포동,"150,000",디에이치아너힐즈,9,0,17,84.36,138,11680,10
2019,2020,개포동,"70,000",래미안블레스티지,9,250,18,84.94,1280,11680,24
1992,2020,개포동,"55,000",삼익대청아파트,9,0,19,51.12,12,11680,8
1992,2020,개포동,"40,000",성원대치2단지아파트,9,0,19,49.86,12,11680,8
1992,2020,개포동,"15,000",성원대치2단지아파트,9,41,19,39.53,12,11680,2
1992,2020,개포동,"35,000",성원대치2단지아파트,9,0,19,39.53,12,11680,9
1992,2020,개포동,"28,300",성원대치2단지아파트,9,0,20,33.18,12,11680,9
2020,2020,개포동,"130,000",656,9,0,21,84.9,656,11680,3
2019,2020,개포동,"155,000",디에이치아너힐즈,9,0,21,84.36,138,11680,20
2019,2020,개포동,"134,000",래미안블레스티지,9,0,21,84.943,1280,11680,5
1992,2020,개포동,"5,000",성원대치2단지아파트,9,120,21,49.86,12,11680,12
1992,2020,개포동,"31,500",삼익대청아파트,9,0,21,39.53,12,11680,8
1992,2020,개포동,"26,000",성원대치2단지아파트,9,0,22,33.18,12,11680,12
1983,2020,개포동,"50,000",개포주공 7단지,9,0,22,60.76,185,11680,4
1983,2020,개포동,"38,000",개포주공 5단지,9,40,22,61.19,187,11680,4
1983,2020,개포동,"46,000",개포주공 5단지,9,0,23,61.19,187,11680,8
1983,2020,개포동,"35,000",개포주공 6단지,9,65,23,73.02,185,11680,15
1983,2020,개포동,"53,550",개포주공 6단지,9,0,23,73.02,185,11680,12
1983,2020,개포동,"43,500",개포주공 7단지,9,0,23,53.46,185,11680,12
1992,2020,개포동,"34,000",성원대치2단지아파트,9,0,23,39.53,12,11680,14
2019,2020,개포동,"100,000",래미안블레스티지,9,260,24,99.991,1280,11680,21
2019,2020,개포동,"80,000",래미안블레스티지,9,180,24,84.943,1280,11680,1
2019,2020,개포동,"80,000",래미안블레스티지,9,180,24,84.943,1280,11680,1
1984,2020,개포동,"64,000",경남1,9,0,24,96.98,649,11680,1
1983,2020,개포동,"38,325",개포주공 5단지,9,0,24,53.98,187,11680,3
2019,2020,개포동,"154,000",디에이치아너힐즈,9,0,25,84.36,138,11680,26
1984,2020,개포동,"115,000",현대1차101동~106동,9,0,25,128.62,653,11680,3
2004,2020,개포동,"105,000",개포자이(12-2),9,0,25,134.3,12-2,11680,8
1986,2020,개포동,"80,000",현대2,9,0,25,84.81,654,11680,3
1983,2020,개포동,"50,000",개포주공 6단지,9,0,25,60.13,185,11680,8
2004,2020,개포동,"120,750",개포자이(12-2),9,0,25,168.42,12-2,11680,5
1983,2020,개포동,"52,500",개포주공 7단지,9,0,25,83.7,185,11680,4
1993,2020,개포동,"70,000",현대탑빌라,9,0,25,133.19,1242-2,11680,5
1984,2020,개포동,"115,000",현대1차101동~106동,9,0,25,128.62,653,11680,3
2019,2020,개포동,"30,000",래미안블레스티지,9,190,26,59.888,1280,11680,5
1983,2020,개포동,"20,000",개포주공 6단지,9,113,26,73.02,185,11680,2
2019,2020,개포동,"100,000",디에이치아너힐즈,9,0,26,49.4,138,11680,5
1984,2020,개포동,"80,000",경남1,9,0,28,96.98,649,11680,3
1987,2020,개포동,"25,000",개포6차우성아파트1동~8동,9,80,28,79.97,658-1,11680,2
1984,2020,개포동,"130,000",개포우성3차,9,0,29,161,652,11680,1
2019,2020,개포동,"150,000",디에이치아너힐즈,9,0,29,84.3558,138,11680,23
1984,2020,개포동,"85,000",경남1,9,0,29,96.98,649,11680,2
2005,2020,청담동,"70,000",우성,9,70,1,98.53,11-25,11680,6
1999,2020,청담동,"22,500",삼환,9,0,2,35.46,10,11680,10
2006,2020,청담동,"20,000",청담e-편한세상(현진),9,420,2,119.55,15-21,11680,1
2013,2020,청담동,"50,000",청담 신원아침도시마인,9,0,2,45.8001,122-35,11680,8
2011,2020,청담동,"70,000",청담자이,9,80,2,49.619,134-38,11680,5
2013,2020,청담동,"30,000",청담 신원아침도시마인,9,0,3,24.7067,122-35,11680,7
2006,2020,청담동,"105,000",청담e-편한세상(현진),9,0,4,84.77,15-21,11680,8
2011,2020,청담동,"10,000",청담자이,9,300,4,49.618,134-38,11680,18
1994,2020,청담동,"56,500",청강(건영),9,0,7,84.595,108,11680,4
1997,2020,청담동,"9,000",신동아,9,220,7,84.94,134-16,11680,10
2011,2020,청담동,"78,000",청담자이,9,13,7,49.639,134-38,11680,21
2000,2020,청담동,"142,000",연세빌라(59-16),9,0,8,238.16,59-16,11680,8
1999,2020,청담동,"50,000",삼성청담아파트,9,120,9,84.86,42,11680,4
1984,2020,청담동,"40,000",진흥아파트,9,240,9,145.69,65,11680,15
2011,2020,청담동,"200,000",청담자이,9,0,10,89.356,134-38,11680,30
2015,2020,청담동,"4,000",청담스위트,9,55,10,13.425,34-13,11680,6
1983,2020,청담동,"63,000",현대_아파트,9,0,10,95.38,75-1,11680,1
2013,2020,청담동,"26,000",청담 신원아침도시마인,9,0,12,24.2175,122-35,11680,7
2011,2020,청담동,"78,700",청담자이,9,0,13,49.619,134-38,11680,23
1994,2020,청담동,"58,000",청강(건영),9,0,14,84.595,108,11680,11
1999,2020,청담동,"10,000",청담현대3차아파트,9,300,14,109.53,127-31,11680,12
1997,2020,청담동,"60,900",청담동삼성1차아파트101동,9,0,15,59.4,33,11680,9
2002,2020,청담동,"10,000",청담대림e-편한세상,9,390,17,113.57,30-33,11680,17
1994,2020,청담동,"160,000",흥화빌라,9,0,17,206.85,141-1,11680,3
1997,2020,청담동,"25,000",청담동삼성1차아파트101동,9,160,19,84.3,33,11680,6
1997,2020,청담동,"40,000",신동아,9,120,21,84.94,134-16,11680,11
1999,2020,청담동,"90,000",삼성청담공원아파트,9,100,22,107.22,60,11680,9
2011,2020,청담동,"87,000",청담자이,9,70,22,49.618,134-38,11680,34
1984,2020,청담동,"78,000",진흥아파트,9,0,22,109.31,65,11680,13
2002,2020,청담동,"100,000",청담대림e-편한세상,9,0,23,134.24,30-33,11680,3
2002,2020,청담동,"135,000",상지리츠빌6,9,0,23,168.67,106-1,11680,1
1988,2020,청담동,"65,000",현대아파트,9,0,23,84.92,23,11680,8
2003,2020,청담동,"80,000",청담8차상지리츠빌,9,500,24,203.47,121-14,11680,3
1999,2020,청담동,"72,450",삼성청담공원아파트,9,0,25,107.22,60,11680,10
2011,2020,청담동,"20,000",청담자이,9,270,25,49.619,134-38,11680,20
1997,2020,청담동,"20,000",청담동삼성1차아파트101동,9,250,26,84.57,33,11680,10
2018,2020,청담동,"24,000",라테라스 청담,9,0,27,19.59,76-12,11680,2
2002,2020,청담동,"77,000",청담대림e-편한세상,9,0,27,81.84,30-33,11680,12
1999,2020,청담동,"5,000",청담현대3차아파트,9,195,28,59.95,127-31,11680,1
1994,2020,청담동,"70,000",청강(건영),9,0,28,84.595,108,11680,10
2018,2020,청담동,"46,200",라테라스 청담,9,0,29,37.83,76-12,11680,2
2004,2020,청담동,"135,000",청담대우멤버스카운티6차,9,0,29,148.5,110-4,11680,4
2008,2020,삼성동,"10,000",삼성동힐스테이트 1단지,9,350,1,84.236,16-2,11680,2
1998,2020,삼성동,"5,000",삼성동한솔아파트,9,260,1,85,4-6,11680,1
2009,2020,삼성동,"170,000",삼성동브라운스톤레전드,9,160,2,219.48,8-2,11680,12
2006,2020,삼성동,"113,400",래미안삼성1차,9,0,2,141.53,103-22,11680,2
2007,2020,삼성동,"3,000",채널리저브,9,320,2,84.94,144-14,11680,10
2007,2020,삼성동,"120,000",롯데캐슬프레미어,9,0,2,84.465,11,11680,17
2006,2020,삼성동,"80,000",영무예다음,9,0,2,84.84,122-7,11680,9
2002,2020,삼성동,"41,000",그라나다,9,0,3,45.24,45-5,11680,4
2003,2020,삼성동,"68,000",아셈,9,0,3,109.32,108-1,11680,6
1998,2020,삼성동,"50,000",삼부아파트(101동),9,0,3,59.85,99-13,11680,7
2004,2020,삼성동,"190,000",삼성동중앙하이츠빌리지,9,0,4,152.98,14-1,11680,17
2005,2020,삼성동,"100,000",래미안삼성1차(105),9,160,4,122.85,105,11680,1
2008,2020,삼성동,"48,300",삼성동힐스테이트 1단지,9,0,4,31.402,16-2,11680,12
1998,2020,삼성동,"80,000",서광아파트,9,0,5,59.67,2,11680,9
2001,2020,삼성동,"40,000",한일,9,155,5,80.29,48,11680,7
2008,2020,삼성동,"87,150",현대힐스테이트 2단지,9,0,5,84.236,50,11680,2
2000,2020,삼성동,"68,250",강변삼부아파트,9,0,5,110.453,99-12,11680,8
1999,2020,삼성동,"40,000",현대아파트 101동,9,200,5,84.87,6,11680,7
2004,2020,삼성동,"85,000",미켈란147,9,0,5,84.77,147-2,11680,10
2001,2020,삼성동,"25,100",삼성파크,9,190,5,107.38,126,11680,13
1984,2020,삼성동,"83,000",진흥아파트,9,0,8,104.31,53-2,11680,6
1998,2020,삼성동,"90,000",풍림(1차),9,0,9,84.78,106,11680,8
2003,2020,삼성동,"70,000",미켈란107,9,0,10,83,107,11680,18
2004,2020,삼성동,"5,000",우정에쉐르2,9,150,10,55.12,144-10,11680,3
2007,2020,삼성동,"90,000",롯데캐슬프레미어,9,150,10,121.931,11,11680,9
2004,2020,삼성동,"80,000",아이파크,9,600,10,156.857,87,11680,37
1998,2020,삼성동,"50,000",풍림(1차),9,0,10,59.7,106,11680,6
1998,2020,삼성동,"55,650",삼성동한솔아파트,9,0,12,58.57,4-6,11680,6
1998,2020,삼성동,"5,000",삼성풍림2차아파트,9,162,12,59.94,104,11680,8
2000,2020,삼성동,"95,000",삼성동롯데아파트,9,0,12,84.87,17,11680,6
2001,2020,삼성동,"10,000",삼성파크,9,250,13,93.08,126,11680,12
1999,2020,삼성동,"110,000",현대아파트 101동,9,0,13,84.87,6,11680,17
2019,2020,삼성동,"115,000",골든카운티,9,0,13,163.26,5-3,11680,10
1998,2020,삼성동,"48,000",삼성풍림2차아파트,9,0,14,59.94,104,11680,7
1984,2020,삼성동,"60,000",진흥아파트,9,200,16,207.82,53-2,11680,1
2008,2020,삼성동,"30,000",삼성동힐스테이트 1단지,9,310,16,84.419,16-2,11680,22
2001,2020,삼성동,"45,000",한일,9,120,17,80.29,48,11680,3
2007,2020,삼성동,"157,000",롯데캐슬프레미어,9,0,18,122.485,11,11680,11
1996,2020,삼성동,"52,500",푸른솔아파트1동,9,0,18,59.4,4-3,11680,1
2004,2020,삼성동,"50,000",삼성동중앙하이츠빌리지,9,600,18,152.98,14-1,11680,18
1998,2020,삼성동,"95,000",서광아파트,9,0,18,84.93,2,11680,13
1998,2020,삼성동,"54,500",풍림(1차),9,0,19,59.7,106,11680,3
1998,2020,삼성동,"54,500",풍림(1차),9,0,19,59.7,106,11680,3
2005,2020,삼성동,"73,500",레미안삼성1차(104),9,0,19,84.99,104-10,11680,2
2005,2020,삼성동,"110,000",우림루미아트,9,0,19,127.18,75-3,11680,6
2003,2020,삼성동,"55,000",삼성동드림하우스,9,0,19,85.21,47-18,11680,5
2007,2020,삼성동,"130,000",래미안삼성2차,9,40,19,105.5,7-3,11680,7
2001,2020,삼성동,"63,000",한일,9,0,20,61.23,48,11680,1
1998,2020,삼성동,"35,000",삼성풍림2차아파트,9,40,21,59.94,104,11680,4
1998,2020,삼성동,"5,000",삼성풍림2차아파트,9,115,21,40.41,104,11680,9
1998,2020,삼성동,"20,000",삼성동한솔아파트,9,147,22,58.57,4-6,11680,19
2004,2020,삼성동,"20,000",아이파크,9,"1,000",22,145.046,87,11680,20
2012,2020,삼성동,"350,000",삼성동상지리츠빌카일룸,9,0,22,237.74,65-4,11680,9
1984,2020,삼성동,"75,000",진흥아파트,9,0,22,104.31,53-2,11680,14
1984,2020,삼성동,"68,250",진흥아파트,9,0,22,104.31,53-2,11680,4
2007,2020,삼성동,"135,000",롯데캐슬프레미어,9,0,23,101.81,11,11680,15
1998,2020,삼성동,"75,600",삼성동한솔아파트,9,0,23,109.51,4-6,11680,12
1996,2020,삼성동,"100,000",석탑아파트101동,9,0,23,84.6,3-3,11680,6
1998,2020,삼성동,"55,000",삼성동한솔아파트,9,62,23,85,4-6,11680,13
1998,2020,삼성동,"55,000",삼성동한솔아파트,9,62,23,85,4-6,11680,13
1999,2020,삼성동,"15,000",현대아파트 101동,9,330,23,114.837,6,11680,14
2003,2020,삼성동,"27,000",LG선릉에클라트(A),9,0,23,36.16,142-7,11680,2
2004,2020,삼성동,"28,000",LG선릉에클라트(B),9,0,24,36.35,142-3,11680,15
2018,2020,삼성동,"130,000",삼성동센트럴아이파크,9,190,24,103.32,188,11680,6
2006,2020,삼성동,"48,000",삼성아셈,9,60,24,134.02,150-5,11680,2
2006,2020,삼성동,"78,750",래미안삼성1차,9,0,25,84.8,103-22,11680,9
2003,2020,삼성동,"125,000",쌍용플래티넘,9,70,25,154.77,117,11680,9
1984,2020,삼성동,"128,000",진흥아파트,9,0,25,170.01,53-2,11680,11
1998,2020,삼성동,"68,000",삼성풍림2차아파트,9,0,26,59.94,104,11680,3
2008,2020,삼성동,"7,000",삼성동힐스테이트 1단지,9,150,26,31.402,16-2,11680,22
1998,2020,삼성동,"75,000",삼성동한솔아파트,9,0,26,85,4-6,11680,13
1997,2020,삼성동,"35,500",풍림,9,0,28,53.75,129-20,11680,7
2007,2020,삼성동,"50,000",롯데캐슬프레미어,9,370,28,121.931,11,11680,19
2007,2020,삼성동,"100,000",롯데캐슬프레미어,9,190,28,121.931,11,11680,10
2008,2020,삼성동,"115,000",삼성동힐스테이트 1단지,9,0,28,84.236,16-2,11680,5
1997,2020,삼성동,"3,000",풍림,9,130,28,53.75,129-20,11680,3
2008,2020,삼성동,"100,800",삼성동힐스테이트 1단지,9,0,28,84.236,16-2,11680,21
2007,2020,삼성동,"100,000",롯데캐슬프레미어,9,40,28,84.465,11,11680,1
2001,2020,삼성동,"52,900",한일,9,0,29,55.34,48,11680,3
1990,2020,대치동,"20,000",현대1,9,170,1,84.89,992,11680,12
2000,2020,대치동,"125,000",대치삼성,9,0,1,84.58,1014-3,11680,25
1980,2020,대치동,"50,000",은마,9,100,1,84.43,316,11680,11
