년,월,지역명,항목,경보단계,농도(㎍/㎥)
2020,05,경기,미세먼지,주의보,176
2020,05,경기,미세먼지,주의보,192
2020,05,전북,미세먼지,주의보,194
2020,05,경북,미세먼지,주의보,183
2020,05,경남,미세먼지,주의보,239
2020,05,경남,미세먼지,주의보,187
2020,05,경남,미세먼지,주의보,221
2020,05,경남,미세먼지,주의보,193
2020,05,경남,미세먼지,주의보,196
2020,05,경북,미세먼지,주의보,209
2020,05,전북,미세먼지,주의보,337
2020,05,광주,미세먼지,주의보,227
2020,05,전북,미세먼지,주의보,238
2020,05,울산,미세먼지,주의보,193
2020,05,경남,미세먼지,주의보,196
2020,05,전북,미세먼지,경보,380
2020,05,전북,미세먼지,주의보,177
2020,05,전북,미세먼지,주의보,192
2020,05,전북,미세먼지,주의보,321
2020,05,경남,미세먼지,주의보,226
2020,05,경남,미세먼지,주의보,187
2020,05,경북,미세먼지,주의보,177
2020,05,대구,미세먼지,주의보,208
2020,05,경남,미세먼지,주의보,245
2020,05,전북,미세먼지,주의보,216
2020,05,부산,미세먼지,주의보,189
2020,05,경남,미세먼지,주의보,177
2020,05,전북,미세먼지,주의보,235
2020,05,부산,미세먼지,주의보,195
2020,05,전북,미세먼지,주의보,218
2020,05,전북,초미세먼지,주의보,79
2020,06,전북,초미세먼지,주의보,75
2020,06,전북,미세먼지,주의보,157
2020,06,전북,미세먼지,주의보,151
2020,06,전북,초미세먼지,주의보,85
2020,06,전북,미세먼지,주의보,152
2020,06,전북,초미세먼지,주의보,89
2020,06,전북,초미세먼지,주의보,106
2020,06,전북,초미세먼지,주의보,78
2020,06,전북,초미세먼지,주의보,78
