15,13,16,17,14,10,11,16,12,8,12,23,10,14,9,20
18,13,13,18,13,10,10,17,12,8,13,18,9,13,10,23
20,14,12,16,11,10,8,18,13,11,14,15,10,12,10,24
19,15,13,17,14,12,6,20,15,12,16,13,9,11,12,25
20,16,17,17,14,15,6,23,17,14,19,8,10,9,13,25
22,19,19,19,14,14,6,25,19,16,20,8,10,9,16,29
23,20,21,27,17,16,6,26,21,19,22,10,13,11,17,32
25,25,23,33,21,17,8,26,22,23,24,10,13,13,20,33
24,25,24,36,23,19,11,25,23,24,23,20,19,16,21,35
23,24,26,34,24,19,14,25,23,26,22,23,21,16,21,28
